rule_id,rule_string,lambda,D,gamma,population,classification,period
423,"B/S012578",0.000000,1.6780,0.0000,2884,fixed,1
424,"B/S3578",-10.000000,0.5082,0.0000,8,fixed,1
425,"B/S03578",0.000000,1.2540,0.0000,607,fixed,1
426,"B/S13578",0.003466,1.2836,0.0000,762,fixed,1
427,"B/S013578",0.006931,1.6046,0.0000,2129,fixed,1
428,"B/S23578",-10.000000,1.3655,-289593.7747,1132,fixed,1
429,"B/S023578",0.003466,1.5170,-223787.3055,1685,fixed,1
430,"B/S123578",0.006931,1.7174,0.0000,3668,fixed,1
431,"B/S0123578",0.005493,1.7571,0.0000,4179,fixed,1
432,"B/S4578",-10.000000,0.0000,0.0000,0,extinct,
433,"B/S04578",-10.000000,1.1672,0.0000,453,fixed,1
434,"B/S14578",0.003466,1.0951,0.0000,408,fixed,1
435,"B/S014578",-10.000000,1.5228,0.0000,1568,fixed,1
436,"B/S24578",-10.000000,0.9470,0.0000,273,fixed,1
437,"B/S024578",0.000000,1.3789,0.0000,941,fixed,1
438,"B/S124578",-10.000000,1.5907,0.0000,2233,fixed,1
439,"B/S0124578",0.003466,1.7071,0.0000,3267,fixed,1
440,"B/S34578",-10.000000,0.9592,-272570.8210,305,fixed,1
441,"B/S034578",0.000000,1.3124,-267048.6169,832,fixed,1
442,"B/S134578",0.003466,1.3636,-347062.6036,1087,fixed,1
443,"B/S0134578",0.000000,1.6084,-230859.5323,2256,fixed,1
444,"B/S234578",0.000000,1.6325,-175764.5384,2964,fixed,1
445,"B/S0234578",-10.000000,1.6785,-136734.1574,3326,fixed,1
446,"B/S1234578",0.000000,1.7667,0.0000,4615,fixed,1
447,"B/S01234578",0.000000,1.7842,0.0000,4861,fixed,1
448,"B/S678",-10.000000,0.0000,0.0000,0,extinct,
449,"B/S0678",-10.000000,1.0635,0.0000,321,fixed,1
450,"B/S1678",-10.000000,0.9756,0.0000,272,fixed,1
451,"B/S01678",0.003466,1.4727,0.0000,1309,fixed,1
452,"B/S2678",-10.000000,0.6414,0.0000,84,fixed,1
453,"B/S02678",0.000000,1.4241,0.0000,1092,fixed,1
454,"B/S12678",0.003466,1.5077,0.0000,1654,fixed,1
455,"B/S012678",0.000000,1.6650,0.0000,2751,fixed,1
456,"B/S3678",-10.000000,0.3296,0.0000,8,fixed,1
457,"B/S03678",-10.000000,1.2741,0.0000,648,fixed,1
458,"B/S13678",0.003466,1.2805,0.0000,758,fixed,1
459,"B/S013678",0.000000,1.6028,0.0000,2099,fixed,1
460,"B/S23678",-10.000000,1.3238,-299832.8938,983,fixed,1
461,"B/S023678",0.003466,1.5017,-238923.5858,1585,fixed,1
462,"B/S123678",0.003466,1.7030,0.0000,3470,fixed,1
463,"B/S0123678",0.000000,1.7465,0.0000,3973,fixed,1
464,"B/S4678",-10.000000,0.0000,0.0000,0,extinct,
465,"B/S04678",-10.000000,1.1328,0.0000,401,fixed,1
466,"B/S14678",-10.000000,1.1110,0.0000,426,fixed,1
467,"B/S014678",0.003466,1.5399,0.0000,1659,fixed,1
468,"B/S24678",-10.000000,0.8629,0.0000,195,fixed,1
469,"B/S024678",0.000000,1.4065,0.0000,1042,fixed,1
470,"B/S124678",0.003466,1.5768,0.0000,2136,fixed,1
471,"B/S0124678",0.000000,1.7009,0.0000,3178,fixed,1
472,"B/S34678",-10.000000,0.7113,0.0000,109,fixed,1
473,"B/S034678",0.000000,1.2418,0.0000,615,fixed,1
474,"B/S134678",0.003466,1.3169,-268250.2842,872,fixed,1
475,"B/S0134678",0.005493,1.5961,0.0000,2077,fixed,1
476,"B/S234678",0.003466,1.5859,-205394.3955,2463,fixed,1
477,"B/S0234678",0.000000,1.6320,-185718.2288,2743,fixed,1
478,"B/S1234678",0.003466,1.7497,0.0000,4273,fixed,1
479,"B/S01234678",0.000000,1.7771,0.0000,4677,fixed,1
480,"B/S5678",-10.000000,0.0000,0.0000,0,extinct,
481,"B/S05678",-10.000000,1.0801,0.0000,339,fixed,1
482,"B/S15678",-10.000000,1.0413,0.0000,334,fixed,1
483,"B/S015678",0.000000,1.4968,0.0000,1428,fixed,1
484,"B/S25678",-10.000000,0.6610,0.0000,91,fixed,1
485,"B/S025678",0.000000,1.4236,0.0000,1091,fixed,1
486,"B/S125678",0.000000,1.5486,0.0000,1926,fixed,1
487,"B/S0125678",0.003466,1.6834,0.0000,2981,fixed,1
488,"B/S35678",-10.000000,0.2857,0.0000,4,fixed,1
489,"B/S035678",0.000000,1.2158,0.0000,532,fixed,1
490,"B/S135678",0.008959,1.2751,0.0000,742,fixed,1
491,"B/S0135678",0.003466,1.6022,0.0000,2102,fixed,1
492,"B/S235678",0.005493,1.3443,-225482.5172,1035,fixed,1
493,"B/S0235678",0.008047,1.5083,-189392.5390,1646,fixed,1
494,"B/S1235678",0.000000,1.7203,0.0000,3703,fixed,1
495,"B/S01235678",0.003466,1.7585,0.0000,4197,fixed,1
496,"B/S45678",-10.000000,0.0000,0.0000,0,extinct,
497,"B/S045678",-10.000000,1.1158,0.0000,381,fixed,1
498,"B/S145678",0.003466,1.1051,0.0000,422,fixed,1
499,"B/S0145678",0.000000,1.5262,0.0000,1586,fixed,1
500,"B/S245678",-10.000000,0.9418,0.0000,264,fixed,1
501,"B/S0245678",0.005493,1.4159,-359976.3983,1097,fixed,1
502,"B/S1245678",0.005493,1.5850,-251279.9666,2214,fixed,1
503,"B/S01245678",0.000000,1.6999,0.0000,3194,fixed,1
504,"B/S345678",-10.000000,1.1018,-244908.9996,514,fixed,1
505,"B/S0345678",0.000000,1.3396,-265085.0627,962,fixed,1
506,"B/S1345678",0.003466,1.4349,-273229.5173,1421,fixed,1
507,"B/S01345678",0.003466,1.6237,-184060.7751,2449,fixed,1
508,"B/S2345678",0.000000,1.6332,0.0000,3014,fixed,1
509,"B/S02345678",-10.000000,1.6929,-128151.0623,3544,fixed,1
510,"B/S12345678",0.000000,1.7683,0.0000,4709,fixed,1
511,"B/S012345678",0.000000,1.7822,0.0000,4844,fixed,1
512,"B0/S",0.008959,1.2434,0.0000,731,periodic,2
513,"B0/S0",-10.000000,1.3306,0.0000,921,periodic,2
514,"B0/S1",-10.000000,1.5243,-112307.9842,2058,periodic,6
515,"B0/S01",-10.000000,1.8645,-32069.0931,7309,periodic,2
516,"B0/S2",0.015223,1.6093,-64089.5612,3282,periodic,12
517,"B0/S02",0.010986,1.8030,-38192.3066,5287,periodic,6
518,"B0/S12",0.014452,1.7932,-2374.9791,5029,periodic,120
519,"B0/S012",0.006931,1.7496,-80134.1195,3821,periodic,2
520,"B0/S3",-10.000000,1.7790,-2121.1818,5161,aperiodic,
521,"B0/S03",0.011989,1.7391,-44547.7350,3587,periodic,24
522,"B0/S13",0.018055,1.7787,-2381.6146,4436,aperiodic,
523,"B0/S013",0.006931,1.7476,-178038.4788,3689,periodic,2
524,"B0/S23",0.022330,1.7945,-1145.4429,5009,aperiodic,
525,"B0/S023",0.011989,1.7663,-50840.1085,4133,periodic,12
526,"B0/S123",0.010397,1.8051,-364.3797,5087,periodic,6
527,"B0/S0123",0.000000,1.7897,0.0000,4699,fixed,1
528,"B0/S4",0.043889,1.7300,-2654.9384,4456,aperiodic,
529,"B0/S04",0.009730,1.7310,-51507.7184,3558,periodic,6
530,"B0/S14",0.021383,1.7696,-2152.7576,4266,aperiodic,
531,"B0/S014",0.008959,1.7393,-125060.9751,3551,periodic,6
532,"B0/S24",0.033013,1.7888,-1678.2291,4865,aperiodic,
533,"B0/S024",0.012825,1.7410,-62044.1227,3626,periodic,12
534,"B0/S124",0.009730,1.7917,-19947.6483,4731,periodic,12
535,"B0/S0124",0.006931,1.7648,0.0000,4073,periodic,2
536,"B0/S34",0.034350,1.8009,-2608.0793,5399,aperiodic,
537,"B0/S034",0.010397,1.7578,-27163.8327,3996,periodic,36
538,"B0/S134",0.020388,1.7860,-1858.1396,4675,aperiodic,
539,"B0/S0134",0.008047,1.7522,-107401.2760,3817,periodic,6
540,"B0/S234",0.008959,1.8121,41.6343,5483,aperiodic,
541,"B0/S0234",0.008959,1.7964,-4496.2291,4928,periodic,42
542,"B0/S1234",0.000000,1.8172,38209.3109,5494,periodic,2
543,"B0/S01234",0.006931,1.8090,0.0000,5217,fixed,1
544,"B0/S5",-10.000000,1.7301,-2882.1948,4409,aperiodic,
545,"B0/S05",0.020302,1.7145,-11511.0692,3363,periodic,120
546,"B0/S15",0.017483,1.7629,-2359.8186,4170,aperiodic,
547,"B0/S015",-10.000000,1.7297,-77958.1576,3430,periodic,6
548,"B0/S25",0.036762,1.7732,-1781.5568,4526,aperiodic,
549,"B0/S025",0.015677,1.7345,-65030.9704,3504,periodic,12
550,"B0/S125",0.014722,1.7865,-13573.5763,4635,periodic,6
551,"B0/S0125",0.006931,1.7570,-107461.9772,3917,periodic,6
552,"B0/S35",0.036914,1.8148,-2329.0499,5798,aperiodic,
553,"B0/S035",0.013540,1.7343,-49920.6807,3567,periodic,12
554,"B0/S135",0.018444,1.7795,-2078.9288,4475,aperiodic,
555,"B0/S0135",0.011513,1.7490,-122314.7160,3712,periodic,6
556,"B0/S235",-10.000000,1.8028,-1007.8640,5212,aperiodic,
557,"B0/S0235",0.011989,1.7707,-39490.0080,4266,periodic,12
558,"B0/S1235",0.009730,1.8022,-11236.5824,5063,periodic,6
559,"B0/S01235",0.003466,1.7922,0.0000,4765,fixed,1
560,"B0/S45",0.044103,1.7372,-2343.7959,4590,aperiodic,
561,"B0/S045",0.019851,1.7568,-2910.4221,4085,aperiodic,
562,"B0/S145",0.022443,1.7675,-2205.3648,4283,aperiodic,
563,"B0/S0145",0.013863,1.7393,-106752.1834,3559,periodic,6
564,"B0/S245",0.029779,1.7906,-1148.4323,4907,aperiodic,
565,"B0/S0245",0.017329,1.7397,-17647.2000,3621,periodic,84
566,"B0/S1245",0.013195,1.7890,-6500.8738,4680,periodic,60
567,"B0/S01245",0.005493,1.7616,0.0000,4044,periodic,2
568,"B0/S345",0.023896,1.8296,-2229.1013,6149,aperiodic,
569,"B0/S0345",0.014722,1.7865,-20448.0747,4699,periodic,24
570,"B0/S1345",0.013195,1.8020,-964.9335,5123,periodic,420
571,"B0/S01345",0.009730,1.7624,-78759.9519,4045,periodic,4
572,"B0/S2345",0.008047,1.8290,8694.0438,5998,periodic,30
573,"B0/S02345",-10.000000,1.8114,5258.9877,5399,periodic,6
574,"B0/S12345",0.000000,1.8268,0.0000,5807,periodic,2
575,"B0/S012345",0.000000,1.8151,0.0000,5449,fixed,1
576,"B0/S6",-10.000000,1.7320,-2877.1863,4429,aperiodic,
577,"B0/S06",-10.000000,1.7068,-57674.3871,3328,periodic,6
578,"B0/S16",0.023548,1.7441,-2296.2370,3919,aperiodic,
579,"B0/S016",-10.000000,1.7418,-104553.6829,3637,periodic,6
580,"B0/S26",-10.000000,1.7676,-1890.8299,4464,aperiodic,
581,"B0/S026",0.011989,1.7244,-88584.8893,3369,periodic,6
582,"B0/S126",0.008047,1.7855,-4543.5966,4616,periodic,120
583,"B0/S0126",0.008047,1.7586,0.0000,3949,periodic,2
584,"B0/S36",0.042700,1.7999,-3034.9930,5403,aperiodic,
585,"B0/S036",0.010397,1.7208,-40323.8434,3313,periodic,24
586,"B0/S136",0.015890,1.7740,-2835.0770,4377,periodic,336
587,"B0/S0136",0.008047,1.7462,-182069.8684,3687,periodic,2
588,"B0/S236",0.020872,1.7957,-971.5479,5052,aperiodic,
589,"B0/S0236",0.014979,1.7640,-19294.4785,4131,periodic,42
590,"B0/S1236",0.005493,1.8024,-10844.8891,5035,periodic,6
591,"B0/S01236",0.003466,1.7919,0.0000,4741,fixed,1
592,"B0/S46",-10.000000,1.7633,-2019.3656,5138,aperiodic,
593,"B0/S046",0.014979,1.7325,-3915.0977,3588,aperiodic,
594,"B0/S146",-10.000000,1.7630,-2359.8164,4160,aperiodic,
595,"B0/S0146",0.000000,1.7396,-108010.5060,3563,periodic,6
596,"B0/S246",0.029346,1.7874,-1540.7478,4833,aperiodic,
597,"B0/S0246",0.015677,1.7394,-59804.9603,3623,periodic,12
598,"B0/S1246",0.009730,1.7912,-7171.9181,4705,periodic,60
599,"B0/S01246",0.008959,1.7619,0.0000,4035,periodic,2
600,"B0/S346",0.027607,1.8170,-2832.4426,5775,aperiodic,
601,"B0/S0346",0.019945,1.7563,-3497.4625,4005,periodic,420
602,"B0/S1346",0.017632,1.7877,-1677.2048,4719,aperiodic,
603,"B0/S01346",0.011513,1.7489,-73102.6399,3760,periodic,12
604,"B0/S2346",0.015223,1.8148,508.7174,5551,periodic,168
605,"B0/S02346",0.011513,1.7951,-11729.5741,4939,periodic,6
606,"B0/S12346",0.000000,1.8195,0.0000,5556,periodic,2
607,"B0/S012346",0.000000,1.8084,0.0000,5244,fixed,1
608,"B0/S56",-10.000000,1.7554,-2169.9656,5143,aperiodic,
609,"B0/S056",-10.000000,1.7171,-6014.7040,3695,periodic,180
610,"B0/S156",0.025620,1.7675,-2135.2947,4329,aperiodic,
611,"B0/S0156",-10.000000,1.7197,-83713.0267,3318,periodic,6
612,"B0/S256",0.034187,1.7715,-1889.5174,4519,aperiodic,
613,"B0/S0256",0.011513,1.7305,-60308.3849,3446,periodic,12
614,"B0/S1256",0.010397,1.7877,-7137.0819,4655,periodic,60
615,"B0/S01256",0.006931,1.7600,-127517.3101,3970,periodic,2
616,"B0/S356",0.029218,1.8234,-2620.8858,5999,aperiodic,
617,"B0/S0356",0.017777,1.7388,-46478.0210,3661,periodic,12
618,"B0/S1356",0.017170,1.7766,-1959.7434,4438,aperiodic,
619,"B0/S01356",0.006931,1.7483,-109526.9762,3718,periodic,6
620,"B0/S2356",0.018688,1.8044,-639.9480,5254,aperiodic,
621,"B0/S02356",0.014722,1.7726,-13092.8206,4315,periodic,60
622,"B0/S12356",0.009730,1.8039,-6205.0125,5082,periodic,6
623,"B0/S012356",0.003466,1.7918,0.0000,4752,fixed,1
624,"B0/S456",-10.000000,1.7622,-1421.1482,5063,aperiodic,
625,"B0/S0456",0.021719,1.7430,-3256.0471,3857,aperiodic,
626,"B0/S1456",0.021023,1.7612,-2959.4180,4218,periodic,360
627,"B0/S01456",0.009730,1.7560,-53438.3790,3946,periodic,12
628,"B0/S2456",0.027445,1.7970,-1047.2802,5098,aperiodic,
629,"B0/S02456",0.003466,1.7464,-20958.0878,3754,periodic,60
630,"B0/S12456",0.011513,1.7871,-19284.1347,4661,periodic,12
631,"B0/S012456",0.005493,1.7630,0.0000,4062,periodic,2
632,"B0/S3456",0.017170,1.8400,-706.0673,6542,aperiodic,
633,"B0/S03456",0.017483,1.8123,-4327.4413,5501,periodic,84
634,"B0/S13456",0.017329,1.8188,1467.6562,5624,periodic,12
635,"B0/S013456",0.009730,1.7719,-58394.0286,4280,periodic,4
636,"B0/S23456",0.008047,1.8360,12897.3106,6277,periodic,30
637,"B0/S023456",0.006931,1.8171,12130.4443,5564,periodic,6
638,"B0/S123456",0.008047,1.8299,0.0000,5891,periodic,2
639,"B0/S0123456",0.000000,1.8208,0.0000,5618,fixed,1
640,"B0/S7",0.013863,1.6498,-123413.8888,2944,periodic,6
641,"B0/S07",0.016661,1.7750,-48846.8145,4639,periodic,6
642,"B0/S17",0.022874,1.7681,-1562.4277,4694,aperiodic,
643,"B0/S017",0.011513,1.6913,-152846.4326,2970,periodic,2
644,"B0/S27",0.041491,1.7534,-2145.4464,4516,aperiodic,
645,"B0/S027",0.012425,1.7215,-35992.5097,3345,periodic,42
646,"B0/S127",0.008959,1.7937,-1263.9048,4815,aperiodic,
647,"B0/S0127",0.003466,1.7598,-120518.9566,3965,periodic,2
648,"B0/S37",0.043184,1.7879,-2444.0704,5139,aperiodic,
649,"B0/S037",0.015223,1.7329,-48022.6319,3489,periodic,24
650,"B0/S137",0.016836,1.7757,-2412.2782,4369,aperiodic,
651,"B0/S0137",0.008047,1.7470,-192548.2730,3672,periodic,2
652,"B0/S237",0.020554,1.7957,-1191.4040,5064,aperiodic,
653,"B0/S0237",0.012425,1.7620,-50118.7302,4065,periodic,12
654,"B0/S1237",0.000000,1.8051,-2085.9622,5066,periodic,6
655,"B0/S01237",0.000000,1.7892,0.0000,4680,fixed,1
656,"B0/S47",0.043518,1.7183,-2820.9707,4103,aperiodic,
657,"B0/S047",0.018921,1.7225,-11772.6041,3413,periodic,120
658,"B0/S147",0.018806,1.7691,-2317.4997,4276,aperiodic,
659,"B0/S0147",0.005493,1.7439,-92088.3234,3635,periodic,6
660,"B0/S247",0.028731,1.7813,-2023.6256,4731,aperiodic,
661,"B0/S0247",0.010397,1.7373,-67781.6214,3573,periodic,12
662,"B0/S1247",0.006931,1.7901,-20143.2613,4695,periodic,12
663,"B0/S01247",0.000000,1.7634,0.0000,4048,periodic,2
664,"B0/S347",0.031003,1.8067,-2737.6589,5591,aperiodic,
665,"B0/S0347",-10.000000,1.7489,-5921.8765,3878,periodic,252
666,"B0/S1347",0.010986,1.7874,-2845.7299,4680,periodic,252
667,"B0/S01347",0.008047,1.7517,-90661.4926,3809,periodic,6
668,"B0/S2347",0.016836,1.8146,150.9220,5526,aperiodic,
669,"B0/S02347",0.010397,1.7937,-8580.8831,4885,periodic,24
670,"B0/S12347",0.006931,1.8178,0.0000,5519,periodic,2
671,"B0/S012347",0.000000,1.8098,0.0000,5282,fixed,1
672,"B0/S57",0.044217,1.7526,-2467.9303,4970,aperiodic,
673,"B0/S057",0.021972,1.7053,-9160.0305,3292,periodic,180
674,"B0/S157",0.023681,1.7633,-2419.5143,4188,aperiodic,
675,"B0/S0157",0.012425,1.7452,-78671.2444,3659,periodic,6
676,"B0/S257",0.032993,1.7730,-1893.2240,4551,aperiodic,
677,"B0/S0257",0.012825,1.7315,-86969.6713,3463,periodic,6
678,"B0/S1257",0.000000,1.7880,-21386.1813,4656,periodic,12
679,"B0/S01257",0.003466,1.7595,0.0000,3967,periodic,2
680,"B0/S357",-10.000000,1.8231,-2556.5819,5978,aperiodic,
681,"B0/S0357",0.017918,1.7347,-45944.7535,3582,periodic,12
682,"B0/S1357",0.020302,1.7773,-2853.2695,4458,periodic,336
683,"B0/S01357",0.008047,1.7458,-158519.4730,3713,periodic,2
684,"B0/S2357",0.014166,1.8022,-951.4405,5208,aperiodic,
685,"B0/S02357",0.013863,1.7712,-34612.3301,4282,periodic,12
686,"B0/S12357",0.000000,1.8055,-1137.4866,5108,periodic,6
687,"B0/S012357",-10.000000,1.7911,0.0000,4731,fixed,1
688,"B0/S457",-10.000000,1.7585,-1893.2717,4972,aperiodic,
689,"B0/S0457",0.018318,1.7381,-3387.6963,3709,aperiodic,
690,"B0/S1457",0.019945,1.7711,-2431.2224,4303,aperiodic,
691,"B0/S01457",0.010986,1.7371,-100974.8952,3540,periodic,6
692,"B0/S2457",0.029431,1.7940,-1442.6985,4996,aperiodic,
693,"B0/S02457",0.015455,1.7401,-39313.9342,3620,periodic,30
694,"B0/S12457",0.000000,1.7872,-7152.0865,4646,periodic,60
695,"B0/S012457",0.000000,1.7620,0.0000,4042,periodic,3
696,"B0/S3457",0.021313,1.8318,-2354.5965,6219,aperiodic,
697,"B0/S03457",0.015890,1.7944,-8199.5864,4941,periodic,84
698,"B0/S13457",0.008047,1.8076,-4928.6351,5265,periodic,60
699,"B0/S013457",0.005493,1.7652,-71226.6275,4109,periodic,4
700,"B0/S23457",0.011513,1.8268,5957.0653,5956,periodic,60
701,"B0/S023457",0.012825,1.8143,4740.2593,5453,periodic,12
702,"B0/S123457",0.000000,1.8245,0.0000,5746,periodic,2
703,"B0/S0123457",0.000000,1.8156,0.0000,5466,fixed,1
704,"B0/S67",-10.000000,1.7422,-2911.9308,4873,aperiodic,
705,"B0/S067",0.016094,1.7049,-28137.3622,3291,periodic,18
706,"B0/S167",0.025620,1.7547,-2314.1106,4140,periodic,360
707,"B0/S0167",0.009730,1.7284,-88666.1513,3448,periodic,6
708,"B0/S267",0.035642,1.7634,-2086.2272,4424,aperiodic,
709,"B0/S0267",0.014722,1.7233,-76243.1292,3357,periodic,12
710,"B0/S1267",0.005493,1.7861,-4015.8753,4638,periodic,120
711,"B0/S01267",0.000000,1.7615,-102121.5361,4005,periodic,2
712,"B0/S367",0.042052,1.8085,-3463.0617,5608,aperiodic,
713,"B0/S0367",0.019033,1.7286,-45723.6193,3468,periodic,12
714,"B0/S1367",0.019560,1.7749,-2281.2219,4364,aperiodic,
715,"B0/S01367",0.008047,1.7452,-172337.9977,3653,periodic,2
716,"B0/S2367",-10.000000,1.7955,-1130.0924,5052,aperiodic,
717,"B0/S02367",0.008047,1.7630,-43452.7052,4105,periodic,12
718,"B0/S12367",0.008959,1.8022,-485.6755,5039,periodic,6
719,"B0/S012367",0.000000,1.7874,0.0000,4648,fixed,1
720,"B0/S467",0.043932,1.7562,-1561.8771,4874,aperiodic,
721,"B0/S0467",0.018921,1.7188,-16278.6592,3352,periodic,84
722,"B0/S1467",0.022499,1.7659,-2449.7922,4214,aperiodic,
723,"B0/S01467",0.009730,1.7387,-77164.2330,3579,periodic,12
724,"B0/S2467",0.025909,1.7805,-1777.5681,4747,aperiodic,
725,"B0/S02467",0.014166,1.7426,-58397.6408,3687,periodic,12
726,"B0/S12467",0.010397,1.7865,-1074.6427,4630,periodic,420
727,"B0/S012467",0.003466,1.7638,0.0000,4072,periodic,2
728,"B0/S3467",0.027486,1.8158,-3134.1290,5733,aperiodic,
729,"B0/S03467",0.016094,1.7592,-3260.4820,4070,aperiodic,
730,"B0/S13467",0.015223,1.7911,-1618.7658,4767,periodic,420
731,"B0/S013467",0.006931,1.7515,-88138.5056,3789,periodic,6
732,"B0/S23467",0.014166,1.8127,61.0064,5507,periodic,360
733,"B0/S023467",0.005493,1.7978,-6633.2324,4963,periodic,24
734,"B0/S123467",0.000000,1.8164,0.0000,5478,periodic,2
735,"B0/S0123467",0.000000,1.8107,0.0000,5301,fixed,1
736,"B0/S567",0.044369,1.7575,-2050.4726,5129,aperiodic,
737,"B0/S0567",-10.000000,1.7446,-2781.5879,4014,aperiodic,
738,"B0/S1567",0.025530,1.7828,-1841.9788,4786,aperiodic,
739,"B0/S01567",0.015223,1.7132,-70845.0895,3281,periodic,6
740,"B0/S2567",0.032400,1.7749,-1419.5768,4590,aperiodic,
741,"B0/S02567",0.015677,1.7247,-53380.9698,3367,periodic,18
742,"B0/S12567",0.014452,1.7880,-8265.5399,4657,periodic,60
743,"B0/S012567",0.005493,1.7612,0.0000,3990,periodic,2
744,"B0/S3567",-10.000000,1.8206,-2592.7284,5969,aperiodic,
745,"B0/S03567",0.017918,1.7503,-27718.3991,3915,periodic,24
746,"B0/S13567",0.019033,1.7825,-1758.7089,4589,aperiodic,
747,"B0/S013567",0.011513,1.7517,-94412.4110,3798,periodic,6
748,"B0/S23567",0.015677,1.8088,-745.0911,5388,aperiodic,
749,"B0/S023567",0.013195,1.7733,-13308.2246,4353,periodic,60
750,"B0/S123567",0.003466,1.8056,-122.5481,5123,periodic,6
751,"B0/S0123567",0.008959,1.7934,0.0000,4782,fixed,1
752,"B0/S4567",0.044187,1.7692,-1072.1453,5127,aperiodic,
753,"B0/S04567",0.021847,1.7229,-3968.4454,3421,aperiodic,
754,"B0/S14567",0.020215,1.7698,-2490.1223,4308,aperiodic,
755,"B0/S014567",0.011513,1.7408,-22544.5085,3633,periodic,60
756,"B0/S24567",-10.000000,1.7920,-1154.7284,5009,aperiodic,
757,"B0/S024567",0.014452,1.7433,-56053.5168,3727,periodic,6
758,"B0/S124567",0.015455,1.7906,-13954.5988,4724,periodic,12
759,"B0/S0124567",0.005493,1.7629,-93274.8045,4061,periodic,2
760,"B0/S34567",-10.000000,1.8445,132.8365,6749,aperiodic,
761,"B0/S034567",-10.000000,1.8230,-1814.5984,5809,periodic,84
762,"B0/S134567",0.006931,1.8270,1786.3006,5916,periodic,36
763,"B0/S0134567",0.008047,1.7749,-62577.2772,4360,periodic,4
764,"B0/S234567",0.013540,1.8396,29812.8120,6380,periodic,6
765,"B0/S0234567",0.008047,1.8164,11912.3397,5545,periodic,6
766,"B0/S1234567",0.000000,1.8291,0.0000,5875,periodic,2
767,"B0/S01234567",0.000000,1.8193,0.0000,5568,fixed,1
768,"B0/S8",0.044725,1.7753,-4307.5677,5917,aperiodic,
769,"B0/S08",0.008047,1.7274,-20297.2926,4117,periodic,6
770,"B0/S18",0.018568,1.7435,-2387.6296,4257,periodic,360
771,"B0/S018",0.003466,1.7683,-49022.5133,4320,periodic,6
772,"B0/S28",0.040754,1.7507,-1766.4787,4646,aperiodic,
773,"B0/S028",0.010986,1.7491,-60602.3313,3859,periodic,6
774,"B0/S128",0.014722,1.7882,-3700.7573,4761,periodic,120
775,"B0/S0128",0.005493,1.7535,-117011.9667,3890,periodic,2
776,"B0/S38",0.042411,1.7884,-3140.5750,5101,aperiodic,
777,"B0/S038",-10.000000,1.7280,-39953.1144,3434,periodic,24
778,"B0/S138",0.017329,1.7782,-2239.6396,4430,aperiodic,
779,"B0/S0138",0.008047,1.7480,-163523.9240,3693,periodic,2
780,"B0/S238",0.021847,1.7968,-1059.0024,5066,aperiodic,
781,"B0/S0238",0.009730,1.7660,-59567.9259,4141,periodic,6
782,"B0/S1238",-10.000000,1.8053,-7078.3472,5104,periodic,6
783,"B0/S01238",0.003466,1.7907,0.0000,4727,fixed,1
784,"B0/S48",-10.000000,1.7472,-2484.8577,4847,aperiodic,
785,"B0/S048",-10.000000,1.7248,-19014.1108,3441,periodic,60
786,"B0/S148",0.021910,1.7677,-2333.0941,4236,aperiodic,
787,"B0/S0148",0.009730,1.7411,-136080.0654,3598,periodic,2
788,"B0/S248",0.032484,1.7890,-1722.6003,4878,aperiodic,
789,"B0/S0248",0.013195,1.7397,-57902.2601,3614,periodic,12
790,"B0/S1248",0.010986,1.7877,-20868.4645,4659,periodic,12
791,"B0/S01248",0.005493,1.7632,0.0000,4060,periodic,2
792,"B0/S348",0.027784,1.8078,-3127.8668,5594,aperiodic,
793,"B0/S0348",-10.000000,1.7490,-20942.9111,3902,periodic,42
794,"B0/S1348",0.014722,1.7903,-1550.6984,4724,aperiodic,
795,"B0/S01348",0.010986,1.7514,-116661.6795,3788,periodic,6
796,"B0/S2348",0.014166,1.8125,7.7812,5508,aperiodic,
797,"B0/S02348",0.011989,1.7970,-2459.5558,4932,periodic,84
798,"B0/S12348",0.006931,1.8168,0.0000,5459,periodic,2
799,"B0/S012348",0.005493,1.8101,0.0000,5266,fixed,1
800,"B0/S58",-10.000000,1.7506,-1951.6609,4889,aperiodic,
801,"B0/S058",-10.000000,1.7091,-30643.1381,3308,periodic,18
802,"B0/S158",0.022330,1.7655,-2163.0940,4230,aperiodic,
803,"B0/S0158",0.011989,1.7354,-91290.2361,3513,periodic,6
804,"B0/S258",0.035634,1.7773,-1597.6523,4626,aperiodic,
805,"B0/S0258",0.010986,1.7284,-68942.3997,3421,periodic,6
806,"B0/S1258",0.015223,1.7879,-16857.3282,4664,periodic,6
807,"B0/S01258",0.000000,1.7591,-92468.9126,3957,periodic,6
808,"B0/S358",0.033984,1.8252,-2570.4829,6055,aperiodic,
809,"B0/S0358",0.016836,1.7403,-47871.3852,3674,periodic,12
810,"B0/S1358",0.017483,1.7778,-2066.5511,4457,aperiodic,
811,"B0/S01358",-10.000000,1.7475,-187231.4692,3701,periodic,2
812,"B0/S2358",0.017483,1.8037,-708.7998,5230,aperiodic,
813,"B0/S02358",0.010397,1.7714,-41978.0402,4283,periodic,12
814,"B0/S12358",0.009730,1.8066,-3814.2279,5135,periodic,6
815,"B0/S012358",0.003466,1.7918,0.0000,4754,fixed,1
816,"B0/S458",0.044126,1.7538,-1483.8248,4860,aperiodic,
817,"B0/S0458",0.020554,1.7258,-3507.5030,3509,aperiodic,
818,"B0/S1458",0.021654,1.7677,-2387.2893,4266,aperiodic,
